149017772091073097	3445
145751001262583097	3164
145321180184183097	2856
149927390408903097	2092
350100196370863095	2005
331853703639353097	1653
388888888888883097	1584
331853700003353097	1513
393361760001333097	1500
149014110357103097	1497
149800000000013097	1492
149767900000003097	1409
149976785671493097	1308
406108541070003095	1304
149064980153583097	1252
149727761418593097	1238
380043850091003097	1237
335669210612183097	1185
145321180215553097	1161
145751001262582097	1115
149859261805613097	1090
350103140174083095	1055
149741920140073097	1053
149927390416373097	1014
330165700010303097	998
145601793468433097	995
149359192137693097	990
330496100041043097	985
333549812345633097	935
145321180227053097	915
149976785756493097	877
149613500538173097	870
149719801493853097	868
335561200000333097	866
145712156123103097	860
149017772091072097	852
331853704854843097	850
393153212000003097	827
145822030906213097	810
149027016147523097	802
149800000000012097	800
334389310141743097	800
145100000000003097	787
149976784147023097	764
149927390408902097	763
149727761418592097	758
149976784458983097	756
149727761000163097	752
145601120766843097	750
145622556509673097	740
333281500218103097	733
145622556528483097	724
149976784279003097	718
378087679009523097	715
149976784346183097	699
331853700748313097	698
149017771879553097	693
145622556709963097	687
145622556329013097	687
149976784049943097	681
149927390424363097	674
350206130236803095	670
149976593251403097	667
145641001660123097	665
149976785454823097	662
145821383613913097	648
406108541070002095	639
333376901253843097	637
149602262062411097	630
149741920203503097	630
145712156100883097	625
149017771152003097	620
149976785430133097	616
149976785703853097	612
149976784606483097	612
356011290321153097	611
149010047021113097	600
149976785671563097	596
350101061100653095	587
332609230120003097	585
145601793459143097	580
145321181135333097	575
149359192147113097	574
145821049107693097	571
149359190509133097	561
331140800430593097	561
149719808756353097	561
350103140489073095	561
149976784047103097	557
149719801493853095	555
332580640041693097	552
145751001262581097	547
406108541070001095	544
149017772294643097	543
149359192135233097	542
334436200043503097	539
393356940000763097	538
335864600020153097	537
145622556499163097	534
149042300276213095	532
384370025207003097	526
149976784162183097	523
149976785073123097	521
149976785424813097	515
149976784653773097	515
145841001236933097	514
149767900000002097	514
149976784077423097	507
149359190558883097	505
378021800681693097	502
145822030722693097	502
333213214123183097	501
393361760001332097	500
400419854418773097	496
335864600030053097	496
149359192119323097	496
350219440844703095	495
149734806311313097	494
149042300349713095	494
333376901300053097	494
330165700015043097	489
149015158061793097	486
335669210616143097	486
408834196530563097	483
145822030739073097	478
149734803032363097	477
149537626992883097	470
149767900000003095	467
331853705222953097	464
333348610012493097	463
149976785627173097	459
297899999999913097	453
149976787357533097	447
400120865830183097	447
380043850091002097	446
333040200019843097	445
145488670409383095	442
149931990345663097	441
149976784179493097	438
149017772111173097	438
149976785053253097	437
350100196370862095	437
145822030857953097	436
145822030710713097	435
149976784347623097	434
331853700748483097	432
145431901480543097	431
149976784173073097	430
333750810795193097	427
149976784507553097	427
406572949070813097	425
145822030623213097	424
145622557085693097	423
333348610012323097	423
331853704456483097	422
350206130295383095	421
331057150505593097	419
149727761000162097	417
331853700003973097	414
145601095318203097	414
145622335146943097	413
149976784281123097	413
145623010529673097	413
149976784034163097	410
145801161765933097	406
378043201275383097	406
149359190429703097	404
149976784136683097	403
378043202273823097	403
384121000125863097	402
149064980153582097	402
149359191933823097	401
145822030915503097	400
149976784656673097	400
145321180203983097	400
149727761418591097	399
333599500990133097	397
149002510067513097	396
149359190975983097	396
149002510060273097	393
149017771559853097	393
145321180209303097	393
145321180187153097	392
393239560003393097	392
388888888888883095	391
145622335373103097	390
145822030669543097	390
380001742100233097	389
145116770785693097	388
149859261805612097	386
